"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","01","Domestic","08","Other reasons","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","02","Outbound","-","All reasons for journey","Nights per Trip","7.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","02","Outbound","01","Holiday","Nights per Trip","8.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","02","Outbound","02","Business","Nights per Trip","4.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","02","Outbound","08","Other reasons","Nights per Trip","8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","01","Domestic","-","All reasons for journey","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","01","Domestic","02","Business","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","01","Domestic","08","Other reasons","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","02","Outbound","-","All reasons for journey","Nights per Trip","7.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","02","Outbound","01","Holiday","Nights per Trip","8.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","02","Outbound","02","Business","Nights per Trip","4.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q1","2001Q1","02","Outbound","08","Other reasons","Nights per Trip","10.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","01","Domestic","-","All reasons for journey","Nights per Trip","3.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","01","Domestic","01","Holiday","Nights per Trip","4"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","01","Domestic","02","Business","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","01","Domestic","08","Other reasons","Nights per Trip","3.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","02","Outbound","-","All reasons for journey","Nights per Trip","10.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","02","Outbound","01","Holiday","Nights per Trip","11.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","02","Outbound","02","Business","Nights per Trip","5.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q2","2001Q2","02","Outbound","08","Other reasons","Nights per Trip","13.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","01","Domestic","-","All reasons for journey","Nights per Trip","5.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","01","Domestic","01","Holiday","Nights per Trip","6.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","01","Domestic","02","Business","Nights per Trip","3.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","01","Domestic","08","Other reasons","Nights per Trip","4.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","02","Outbound","-","All reasons for journey","Nights per Trip","10.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","02","Outbound","01","Holiday","Nights per Trip","11.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","02","Outbound","02","Business","Nights per Trip","7.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q3","2001Q3","02","Outbound","08","Other reasons","Nights per Trip","10.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","01","Domestic","01","Holiday","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","01","Domestic","02","Business","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","01","Domestic","08","Other reasons","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","02","Outbound","-","All reasons for journey","Nights per Trip","7.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","02","Outbound","01","Holiday","Nights per Trip","8.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","02","Outbound","02","Business","Nights per Trip","4.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2001Q4","2001Q4","02","Outbound","08","Other reasons","Nights per Trip","6.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","01","Domestic","-","All reasons for journey","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","01","Domestic","01","Holiday","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","01","Domestic","02","Business","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","02","Outbound","-","All reasons for journey","Nights per Trip","7.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","02","Outbound","01","Holiday","Nights per Trip","7.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","02","Outbound","02","Business","Nights per Trip","4.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q1","2002Q1","02","Outbound","08","Other reasons","Nights per Trip","9.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","01","Domestic","-","All reasons for journey","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","01","Domestic","01","Holiday","Nights per Trip","3.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","01","Domestic","02","Business","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","01","Domestic","08","Other reasons","Nights per Trip","3.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","02","Outbound","-","All reasons for journey","Nights per Trip","9.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","02","Outbound","01","Holiday","Nights per Trip","10.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","02","Outbound","02","Business","Nights per Trip","5.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q2","2002Q2","02","Outbound","08","Other reasons","Nights per Trip","10.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","01","Domestic","-","All reasons for journey","Nights per Trip","4.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","01","Domestic","01","Holiday","Nights per Trip","5.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","01","Domestic","02","Business","Nights per Trip","3.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","01","Domestic","08","Other reasons","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","02","Outbound","-","All reasons for journey","Nights per Trip","10.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","02","Outbound","01","Holiday","Nights per Trip","11.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","02","Outbound","02","Business","Nights per Trip","6.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q3","2002Q3","02","Outbound","08","Other reasons","Nights per Trip","9.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","01","Domestic","02","Business","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","01","Domestic","08","Other reasons","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","02","Outbound","-","All reasons for journey","Nights per Trip","7.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","02","Outbound","01","Holiday","Nights per Trip","8"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","02","Outbound","02","Business","Nights per Trip","4.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7"
"HTQ01C3","Average Length of Stay by Irish Residents","2002Q4","2002Q4","02","Outbound","08","Other reasons","Nights per Trip","6.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","01","Domestic","-","All reasons for journey","Nights per Trip","2.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","01","Domestic","01","Holiday","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","01","Domestic","02","Business","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","02","Outbound","-","All reasons for journey","Nights per Trip","6.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","02","Outbound","01","Holiday","Nights per Trip","7.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","02","Outbound","02","Business","Nights per Trip","5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q1","2003Q1","02","Outbound","08","Other reasons","Nights per Trip","8.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","01","Domestic","-","All reasons for journey","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","01","Domestic","01","Holiday","Nights per Trip","3.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","01","Domestic","02","Business","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","01","Domestic","08","Other reasons","Nights per Trip","3.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","02","Outbound","-","All reasons for journey","Nights per Trip","9.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","02","Outbound","01","Holiday","Nights per Trip","10.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","02","Outbound","02","Business","Nights per Trip","5.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q2","2003Q2","02","Outbound","08","Other reasons","Nights per Trip","12.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","01","Domestic","-","All reasons for journey","Nights per Trip","5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","01","Domestic","01","Holiday","Nights per Trip","6.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","01","Domestic","02","Business","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","01","Domestic","08","Other reasons","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","02","Outbound","-","All reasons for journey","Nights per Trip","10.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","02","Outbound","01","Holiday","Nights per Trip","11.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","02","Outbound","02","Business","Nights per Trip","6.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2003Q3","2003Q3","02","Outbound","08","Other reasons","Nights per Trip","10"
