"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","01","Domestic","01","Holiday","Thousand","1931"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","01","Domestic","02","Business","Thousand","178"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","01","Domestic","03","Visiting friends/relatives","Thousand","2381"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","01","Domestic","08","Other reasons","Thousand","760"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","02","Outbound","-","All reasons for journey","Thousand","11706"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","02","Outbound","01","Holiday","Thousand","6778"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","02","Outbound","02","Business","Thousand","1110"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","02","Outbound","03","Visiting friends/relatives","Thousand","3088"
"HTQ01C2","Number of Nights by Irish Residents","2018Q4","2018Q4","02","Outbound","08","Other reasons","Thousand","730"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","01","Domestic","-","All reasons for journey","Thousand","4374"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","01","Domestic","01","Holiday","Thousand","1859"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","01","Domestic","02","Business","Thousand","180"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1792"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","01","Domestic","08","Other reasons","Thousand","542"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","02","Outbound","-","All reasons for journey","Thousand","11364"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","02","Outbound","01","Holiday","Thousand","6416"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","02","Outbound","02","Business","Thousand","907"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","02","Outbound","03","Visiting friends/relatives","Thousand","3291"
"HTQ01C2","Number of Nights by Irish Residents","2019Q1","2019Q1","02","Outbound","08","Other reasons","Thousand","750"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","01","Domestic","-","All reasons for journey","Thousand","6794"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","01","Domestic","01","Holiday","Thousand","3791"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","01","Domestic","02","Business","Thousand","227"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1789"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","01","Domestic","08","Other reasons","Thousand","986"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","02","Outbound","-","All reasons for journey","Thousand","16848"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","02","Outbound","01","Holiday","Thousand","11477"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","02","Outbound","02","Business","Thousand","881"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","02","Outbound","03","Visiting friends/relatives","Thousand","2794"
"HTQ01C2","Number of Nights by Irish Residents","2019Q2","2019Q2","02","Outbound","08","Other reasons","Thousand","1695"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","01","Domestic","-","All reasons for journey","Thousand","12713"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","01","Domestic","01","Holiday","Thousand","7948"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","01","Domestic","02","Business","Thousand","154"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","01","Domestic","03","Visiting friends/relatives","Thousand","3102"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","01","Domestic","08","Other reasons","Thousand","1508"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","02","Outbound","-","All reasons for journey","Thousand","25867"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","02","Outbound","01","Holiday","Thousand","19011"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","02","Outbound","02","Business","Thousand","609"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","02","Outbound","03","Visiting friends/relatives","Thousand","3721"
"HTQ01C2","Number of Nights by Irish Residents","2019Q3","2019Q3","02","Outbound","08","Other reasons","Thousand","2526"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","01","Domestic","-","All reasons for journey","Thousand","5589"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","01","Domestic","01","Holiday","Thousand","2405"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","01","Domestic","02","Business","Thousand","318"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","01","Domestic","03","Visiting friends/relatives","Thousand","2152"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","01","Domestic","08","Other reasons","Thousand","715"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","02","Outbound","-","All reasons for journey","Thousand","12848"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","02","Outbound","01","Holiday","Thousand","6878"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","02","Outbound","02","Business","Thousand","948"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","02","Outbound","03","Visiting friends/relatives","Thousand","2795"
"HTQ01C2","Number of Nights by Irish Residents","2019Q4","2019Q4","02","Outbound","08","Other reasons","Thousand","2227"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","01","Domestic","-","All reasons for journey","Thousand","4533"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","01","Domestic","01","Holiday","Thousand","1901"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","01","Domestic","02","Business","Thousand","238"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1698"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","01","Domestic","08","Other reasons","Thousand","695"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","02","Outbound","-","All reasons for journey","Thousand","10082"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","02","Outbound","01","Holiday","Thousand","4934"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","02","Outbound","02","Business","Thousand","763"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","02","Outbound","03","Visiting friends/relatives","Thousand","3607"
"HTQ01C2","Number of Nights by Irish Residents","2020Q1","2020Q1","02","Outbound","08","Other reasons","Thousand","778"
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","01","Domestic","-","All reasons for journey","Thousand","875"
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","01","Domestic","01","Holiday","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","01","Domestic","02","Business","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","01","Domestic","03","Visiting friends/relatives","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","01","Domestic","08","Other reasons","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","02","Outbound","-","All reasons for journey","Thousand","427"
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","02","Outbound","01","Holiday","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","02","Outbound","02","Business","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","02","Outbound","03","Visiting friends/relatives","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q2","2020Q2","02","Outbound","08","Other reasons","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","01","Domestic","-","All reasons for journey","Thousand","14777"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","01","Domestic","01","Holiday","Thousand","10801"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","01","Domestic","02","Business","Thousand","115"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","01","Domestic","03","Visiting friends/relatives","Thousand","3633"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","01","Domestic","08","Other reasons","Thousand","228"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","02","Outbound","-","All reasons for journey","Thousand","3820"
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","02","Outbound","01","Holiday","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","02","Outbound","02","Business","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","02","Outbound","03","Visiting friends/relatives","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q3","2020Q3","02","Outbound","08","Other reasons","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","01","Domestic","-","All reasons for journey","Thousand","3333"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","01","Domestic","01","Holiday","Thousand","633"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","01","Domestic","02","Business","Thousand","167"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","01","Domestic","03","Visiting friends/relatives","Thousand","1674"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","01","Domestic","08","Other reasons","Thousand","859"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","02","Outbound","-","All reasons for journey","Thousand","1268"
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","02","Outbound","01","Holiday","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","02","Outbound","02","Business","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","02","Outbound","03","Visiting friends/relatives","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2020Q4","2020Q4","02","Outbound","08","Other reasons","Thousand",""
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","01","Domestic","-","All reasons for journey","Thousand","1123"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","01","Domestic","01","Holiday","Thousand","24"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","01","Domestic","02","Business","Thousand","76"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","01","Domestic","03","Visiting friends/relatives","Thousand","643"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","01","Domestic","08","Other reasons","Thousand","381"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","02","Outbound","-","All reasons for journey","Thousand","1367"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","02","Outbound","01","Holiday","Thousand","162"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","02","Outbound","02","Business","Thousand","100"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","02","Outbound","03","Visiting friends/relatives","Thousand","73"
"HTQ01C2","Number of Nights by Irish Residents","2021Q1","2021Q1","02","Outbound","08","Other reasons","Thousand","1031"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","01","Domestic","-","All reasons for journey","Thousand","2968"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","01","Domestic","01","Holiday","Thousand","1425"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","01","Domestic","02","Business","Thousand","67"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1123"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","01","Domestic","08","Other reasons","Thousand","353"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","02","Outbound","-","All reasons for journey","Thousand","1706"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","02","Outbound","01","Holiday","Thousand","95"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","02","Outbound","02","Business","Thousand","49"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","02","Outbound","03","Visiting friends/relatives","Thousand","177"
"HTQ01C2","Number of Nights by Irish Residents","2021Q2","2021Q2","02","Outbound","08","Other reasons","Thousand","1385"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","01","Domestic","-","All reasons for journey","Thousand","10043"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","01","Domestic","01","Holiday","Thousand","7922"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","01","Domestic","02","Business","Thousand","60"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","01","Domestic","03","Visiting friends/relatives","Thousand","1739"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","01","Domestic","08","Other reasons","Thousand","322"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","02","Outbound","-","All reasons for journey","Thousand","7116"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","02","Outbound","01","Holiday","Thousand","3848"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","02","Outbound","02","Business","Thousand","205"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","02","Outbound","03","Visiting friends/relatives","Thousand","2223"
"HTQ01C2","Number of Nights by Irish Residents","2021Q3","2021Q3","02","Outbound","08","Other reasons","Thousand","839"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","01","Domestic","-","All reasons for journey","Thousand","3752"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","01","Domestic","01","Holiday","Thousand","1464"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","01","Domestic","02","Business","Thousand","164"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","01","Domestic","03","Visiting friends/relatives","Thousand","1727"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","01","Domestic","08","Other reasons","Thousand","397"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","02","Outbound","-","All reasons for journey","Thousand","7254"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","02","Outbound","01","Holiday","Thousand","3050"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","02","Outbound","02","Business","Thousand","796"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","02","Outbound","03","Visiting friends/relatives","Thousand","2714"
"HTQ01C2","Number of Nights by Irish Residents","2021Q4","2021Q4","02","Outbound","08","Other reasons","Thousand","693"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","01","Domestic","-","All reasons for journey","Thousand","5201"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","01","Domestic","01","Holiday","Thousand","2475"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","01","Domestic","02","Business","Thousand","146"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1940"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","01","Domestic","08","Other reasons","Thousand","640"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","02","Outbound","-","All reasons for journey","Thousand","6068"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","02","Outbound","01","Holiday","Thousand","3032"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","02","Outbound","02","Business","Thousand","275"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","02","Outbound","03","Visiting friends/relatives","Thousand","2450"
"HTQ01C2","Number of Nights by Irish Residents","2022Q1","2022Q1","02","Outbound","08","Other reasons","Thousand","311"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","01","Domestic","-","All reasons for journey","Thousand","7975"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","01","Domestic","01","Holiday","Thousand","4476"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","01","Domestic","02","Business","Thousand","461"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","01","Domestic","03","Visiting friends/relatives","Thousand","2086"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","01","Domestic","08","Other reasons","Thousand","952"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","02","Outbound","-","All reasons for journey","Thousand","17000"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","02","Outbound","01","Holiday","Thousand","9570"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","02","Outbound","02","Business","Thousand","452"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","02","Outbound","03","Visiting friends/relatives","Thousand","3945"
"HTQ01C2","Number of Nights by Irish Residents","2022Q2","2022Q2","02","Outbound","08","Other reasons","Thousand","3034"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","01","Domestic","-","All reasons for journey","Thousand","14084"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","01","Domestic","01","Holiday","Thousand","9468"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","01","Domestic","02","Business","Thousand","343"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","01","Domestic","03","Visiting friends/relatives","Thousand","2799"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","01","Domestic","08","Other reasons","Thousand","1474"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","02","Outbound","-","All reasons for journey","Thousand","25593"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","02","Outbound","01","Holiday","Thousand","20775"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","02","Outbound","02","Business","Thousand","317"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","02","Outbound","03","Visiting friends/relatives","Thousand","3916"
"HTQ01C2","Number of Nights by Irish Residents","2022Q3","2022Q3","02","Outbound","08","Other reasons","Thousand","585"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","01","Domestic","-","All reasons for journey","Thousand","6976"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","01","Domestic","01","Holiday","Thousand","2187"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","01","Domestic","02","Business","Thousand","200"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","01","Domestic","03","Visiting friends/relatives","Thousand","3582"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","01","Domestic","08","Other reasons","Thousand","1006"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","02","Outbound","-","All reasons for journey","Thousand","12544"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","02","Outbound","01","Holiday","Thousand","6770"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","02","Outbound","02","Business","Thousand","1081"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","02","Outbound","03","Visiting friends/relatives","Thousand","3489"
"HTQ01C2","Number of Nights by Irish Residents","2022Q4","2022Q4","02","Outbound","08","Other reasons","Thousand","1204"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","01","Domestic","-","All reasons for journey","Thousand","5206"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","01","Domestic","01","Holiday","Thousand","2085"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","01","Domestic","02","Business","Thousand","241"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","01","Domestic","03","Visiting friends/relatives","Thousand","2264"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","01","Domestic","08","Other reasons","Thousand","616"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","02","Outbound","-","All reasons for journey","Thousand","15289"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","02","Outbound","01","Holiday","Thousand","6965"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","02","Outbound","02","Business","Thousand","531"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","02","Outbound","03","Visiting friends/relatives","Thousand","6911"
"HTQ01C2","Number of Nights by Irish Residents","2023Q1","2023Q1","02","Outbound","08","Other reasons","Thousand","882"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","01","Domestic","-","All reasons for journey","Thousand","8267"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","01","Domestic","01","Holiday","Thousand","3788"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","01","Domestic","02","Business","Thousand","220"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","01","Domestic","03","Visiting friends/relatives","Thousand","3145"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","01","Domestic","08","Other reasons","Thousand","1115"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","02","Outbound","-","All reasons for journey","Thousand","21024"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","02","Outbound","01","Holiday","Thousand","12929"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","02","Outbound","02","Business","Thousand","1291"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","02","Outbound","03","Visiting friends/relatives","Thousand","5781"
"HTQ01C2","Number of Nights by Irish Residents","2023Q2","2023Q2","02","Outbound","08","Other reasons","Thousand","1023"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","01","Domestic","-","All reasons for journey","Thousand","13201"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","01","Domestic","01","Holiday","Thousand","7677"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","01","Domestic","02","Business","Thousand","246"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","01","Domestic","03","Visiting friends/relatives","Thousand","4624"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","01","Domestic","08","Other reasons","Thousand","654"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","02","Outbound","-","All reasons for journey","Thousand","27145"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","02","Outbound","01","Holiday","Thousand","18422"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","02","Outbound","02","Business","Thousand","654"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","02","Outbound","03","Visiting friends/relatives","Thousand","7415"
"HTQ01C2","Number of Nights by Irish Residents","2023Q3","2023Q3","02","Outbound","08","Other reasons","Thousand","655"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","01","Domestic","-","All reasons for journey","Nights per Trip","3.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","01","Domestic","01","Holiday","Nights per Trip","3.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","01","Domestic","02","Business","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","01","Domestic","08","Other reasons","Nights per Trip","3.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","02","Outbound","-","All reasons for journey","Nights per Trip","7.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","02","Outbound","01","Holiday","Nights per Trip","8.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","02","Outbound","02","Business","Nights per Trip","5.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q1","2000Q1","02","Outbound","08","Other reasons","Nights per Trip","11"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","01","Domestic","-","All reasons for journey","Nights per Trip","3.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","01","Domestic","01","Holiday","Nights per Trip","4"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","01","Domestic","02","Business","Nights per Trip","3.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.5"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","01","Domestic","08","Other reasons","Nights per Trip","3.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","02","Outbound","-","All reasons for journey","Nights per Trip","10.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","02","Outbound","01","Holiday","Nights per Trip","11.3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","02","Outbound","02","Business","Nights per Trip","6.6"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q2","2000Q2","02","Outbound","08","Other reasons","Nights per Trip","13"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","01","Domestic","-","All reasons for journey","Nights per Trip","5.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","01","Domestic","01","Holiday","Nights per Trip","6"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","01","Domestic","02","Business","Nights per Trip","3.7"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","01","Domestic","08","Other reasons","Nights per Trip","2.9"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","02","Outbound","-","All reasons for journey","Nights per Trip","11.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","02","Outbound","01","Holiday","Nights per Trip","12.2"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","02","Outbound","02","Business","Nights per Trip","8.1"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.4"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q3","2000Q3","02","Outbound","08","Other reasons","Nights per Trip","10.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","01","Domestic","-","All reasons for journey","Nights per Trip","2.8"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","01","Domestic","01","Holiday","Nights per Trip","3"
"HTQ01C3","Average Length of Stay by Irish Residents","2000Q4","2000Q4","01","Domestic","02","Business","Nights per Trip","2.3"
