"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","-","State","Thousand","67"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE04","Northern and Western","Thousand","14"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE05","Southern","Thousand","19"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE06","Eastern and Midland","Thousand","34"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","-","State","Thousand","1123"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","394"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE05","Southern","Thousand","285"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","444"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","-","State","Thousand","353"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE04","Northern and Western","Thousand","102"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE05","Southern","Thousand","100"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE06","Eastern and Midland","Thousand","151"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","-","State","Thousand","10043"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE04","Northern and Western","Thousand","3048"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE05","Southern","Thousand","5330"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE06","Eastern and Midland","Thousand","1665"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","-","State","Thousand","7922"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE04","Northern and Western","Thousand","2473"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE05","Southern","Thousand","4385"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE06","Eastern and Midland","Thousand","1064"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","-","State","Thousand","60"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE04","Northern and Western","Thousand","12"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE05","Southern","Thousand","19"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE06","Eastern and Midland","Thousand","30"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","-","State","Thousand","1739"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","512"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE05","Southern","Thousand","841"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","386"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","-","State","Thousand","322"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE04","Northern and Western","Thousand","52"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE05","Southern","Thousand","85"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE06","Eastern and Midland","Thousand","185"
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20213","2021Q3","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","-","State","Thousand","3752"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE04","Northern and Western","Thousand","1106"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE05","Southern","Thousand","1757"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE06","Eastern and Midland","Thousand","889"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","01","Holiday","-","State","Thousand","1464"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","01","Holiday","IE04","Northern and Western","Thousand","422"
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20214","2021Q4","01","Holiday","IE05","Southern","Thousand","719"
