"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE05","Southern","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE06","Eastern and Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","-","State","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE04","Northern and Western","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE05","Southern","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE06","Eastern and Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","-","State","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE04","Northern and Western","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE05","Southern","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","-","State","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE04","Northern and Western","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE05","Southern","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE06","Eastern and Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20202","2020Q2","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","-","State","Thousand","14777"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE04","Northern and Western","Thousand","4624"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE05","Southern","Thousand","8609"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE06","Eastern and Midland","Thousand","1545"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","-","State","Thousand","10801"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE04","Northern and Western","Thousand","3445"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE05","Southern","Thousand","6516"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE06","Eastern and Midland","Thousand","840"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","-","State","Thousand","115"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE04","Northern and Western","Thousand","19"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE05","Southern","Thousand","35"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE06","Eastern and Midland","Thousand","61"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","-","State","Thousand","3633"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","1126"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE05","Southern","Thousand","1942"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","565"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","-","State","Thousand","228"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE04","Northern and Western","Thousand","34"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE05","Southern","Thousand","115"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE06","Eastern and Midland","Thousand","79"
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20203","2020Q3","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","-","State","Thousand","3333"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE04","Northern and Western","Thousand","976"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE05","Southern","Thousand","1413"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE06","Eastern and Midland","Thousand","943"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","-","State","Thousand","633"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE04","Northern and Western","Thousand","179"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE05","Southern","Thousand","304"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE06","Eastern and Midland","Thousand","150"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","-","State","Thousand","167"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE04","Northern and Western","Thousand","6"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE05","Southern","Thousand","69"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE06","Eastern and Midland","Thousand","93"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","-","State","Thousand","1674"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","473"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE05","Southern","Thousand","774"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","426"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","-","State","Thousand","859"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE04","Northern and Western","Thousand","318"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE05","Southern","Thousand","266"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE06","Eastern and Midland","Thousand","275"
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20204","2020Q4","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","-","State","Thousand","1123"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE04","Northern and Western","Thousand","372"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE05","Southern","Thousand","435"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE06","Eastern and Midland","Thousand","316"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","-","State","Thousand","24"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE04","Northern and Western","Thousand","24"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE05","Southern","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE06","Eastern and Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","-","State","Thousand","76"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE04","Northern and Western","Thousand","35"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE05","Southern","Thousand","13"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE06","Eastern and Midland","Thousand","28"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","02","Business","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","-","State","Thousand","643"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","211"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE05","Southern","Thousand","250"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","182"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","-","State","Thousand","381"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE04","Northern and Western","Thousand","102"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE05","Southern","Thousand","172"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE06","Eastern and Midland","Thousand","106"
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20211","2021Q1","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","-","State","Thousand","2968"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE04","Northern and Western","Thousand","964"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE05","Southern","Thousand","1257"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE06","Eastern and Midland","Thousand","746"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","-","State","Thousand","1425"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE04","Northern and Western","Thousand","454"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE041","Border","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE042","West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE05","Southern","Thousand","855"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE06","Eastern and Midland","Thousand","116"
"HTQ17C02","Number of Nights by Irish Residents","20212","2021Q2","01","Holiday","IE061","Dublin","Thousand",""
